comment_id,post_id,platform,author_name,author_id,comment_text,published_at,like_count,reply_count,sentiment_label,sentiment_score,crawled_at,is_reply,parent_comment_id
Ugzroa78Ocrk_sPY_Cd4AaABAg,3RmOvxilbPM,YouTube,@YelBelPoyy,UCpQ3lZlq7a8FAtxu8Ay5AIA,"The most undeserving person to win this competition, especially after Tomer carried her throughout the rounds.",2025-11-12T18:48:02Z,2255,0,,,2025-11-16T21:43:03.857521,False,
UgysbhKIM7xHbyFRnrp4AaABAg,3RmOvxilbPM,YouTube,@masumalmahamud4101,UCk6W8HgIXAxIo8gd-rOtC4w,Tomer deserves another chance. Bring back Tomer,2025-11-09T09:11:24Z,2157,0,,,2025-11-16T21:43:03.857521,False,
UgxQYC4u47ODTU8pilF4AaABAg,3RmOvxilbPM,YouTube,@KNRS927,UC99vFNTOu0CEHEc72znSKHA,"Baylee is probably the luckiest and most undeserving winner I’ve ever seen on a MrBeast Challenge. Tomer deserved to win the most, bring him back for a future video.",2025-11-08T23:44:26Z,2148,0,,,2025-11-16T21:43:04.542330,False,
UgzO5B0SPdKoSKCK0eZ4AaABAg,3RmOvxilbPM,YouTube,@impulsecod322,UCWYXJFRtHHtBvw43J0etNFQ,Tomer needs to return. Absolute goat,2025-11-14T20:55:26Z,1913,0,,,2025-11-16T21:43:03.857521,False,
Ugy2KKgDe_-yhT5Z8gp4AaABAg,3RmOvxilbPM,YouTube,@ShlokYadav-l7k,UCXcqKxBy15hS7K49agI6TUw,Respect For Tomer 📈,2025-11-08T19:21:03Z,1871,0,,,2025-11-16T21:43:03.857521,False,
Ugz-sosEEfvnu2UIkqB4AaABAg,3RmOvxilbPM,YouTube,@shahrukhasghar7677,UCpo6fNS-7tbDGRfppVMXxGw,Respect for Tomer 💖 He had golden heart and helped everyone. RESPECT!!,2025-11-08T19:36:23Z,1848,0,,,2025-11-16T21:43:03.857521,False,
UgxdlMoYA3-LvBszznh4AaABAg,3RmOvxilbPM,YouTube,@dudaAnya,UCF-MTlHmVJIj3-xTWgrJE2Q,TOMER DESERVES ANOTHER CHANCE!!!!!!!,2025-11-09T09:00:05Z,1827,0,,,2025-11-16T21:43:04.542330,False,
Ugz4hwsIAkdSo9ytC_t4AaABAg,3RmOvxilbPM,YouTube,@FilzZwerg,UCLFJGHMisv84VlHDQZwlHcA,Me going in the comments already knowing what I&#39;m gonna read,2025-11-10T21:36:13Z,1822,0,,,2025-11-16T21:43:06.681946,False,
UgzlvklWNRRUTrzaj6F4AaABAg,3RmOvxilbPM,YouTube,@pixballhd3512,UCJzdFRkQsZcdE7YM82O5ZMg,The most undeserved winner on mrbeast channel,2025-11-11T14:30:48Z,1768,0,,,2025-11-16T21:43:03.857521,False,
Ugx9KuDmXQv4MbDjSF94AaABAg,3RmOvxilbPM,YouTube,@Cleo_dan67,UClwR896TNERSLxVDxFhVc4A,tomer was the first actually good competetor i have seen in a mr beast video with a great mindset to help others and win plz bring back tomer [live long and prosper ],2025-11-08T23:11:32Z,1762,0,,,2025-11-16T21:43:03.857521,False,
UgxFfEoojCQKNReEIiN4AaABAg,3RmOvxilbPM,YouTube,@JoseGonzalez-t9j6e,UCyP8fNd6G0YsazF4gn9pebg,People deserving to win<br>1.) Tomer<br>2.) Joseph<br>3.) Kinsley<br>100.) Baylee,2025-11-09T20:33:47Z,1707,0,,,2025-11-16T21:43:03.857521,False,
UgwZdhxfOklz2A_CJhx4AaABAg,3RmOvxilbPM,YouTube,@aiertz-p7m,UC_v2S-maGW1anwQkTZGc41w,"Give Tomer a second chance, he deserves it",2025-11-09T10:44:37Z,1696,0,,,2025-11-16T21:43:04.542330,False,
Ugy5VzRJqYcTy3tHXZB4AaABAg,3RmOvxilbPM,YouTube,@Aidenlathropracing41,UCkDSSZaCAgPVQsFl8UQUtyg,The girl who did absolutely nothing the whole game won 😂,2025-11-09T21:06:38Z,1651,0,,,2025-11-16T21:43:06.681946,False,
Ugxdk9fdEODbrwqqd1l4AaABAg,3RmOvxilbPM,YouTube,@noaholzmann,UCKBNY3iO9r2V9u1k-JdA7EQ,Least satisfying win on the channel so far,2025-11-08T22:47:32Z,1633,0,,,2025-11-16T21:43:03.857521,False,
UgwQS9W15k05QGmPufN4AaABAg,3RmOvxilbPM,YouTube,@Ian-ahen07,UC5kFyyme-RI5fs3FzwtcCLg,Baylee is the most undeserving winner ever. 😂 She literally did nothing,2025-11-09T13:03:29Z,1607,0,,,2025-11-16T21:43:06.681946,False,
UgyUEDDtxc0BRRmAdgl4AaABAg,3RmOvxilbPM,YouTube,@MV-tr7wj,UCcBE31dWdP-o8wRqWgMoK6Q,Tomer was the MVP of this video. Please bring him back,2025-11-08T22:33:50Z,1605,0,,,2025-11-16T21:43:03.857521,False,
Ugx2zrqLZyvt0rmn5f94AaABAg,3RmOvxilbPM,YouTube,@BedwarguyCrafts,UCh9HVnSJtan_VnD0akPhhZA,"Without Tomer you&#39;re nothing, Baylee.",2025-11-09T07:52:34Z,1597,0,,,2025-11-16T21:43:05.860521,False,
Ugw7By3qiKTElmynis14AaABAg,3RmOvxilbPM,YouTube,@madisonramirez9267,UCCxczh9-YqOwnm4Cku_T_8w,Tomer is a champion of hearts. He is a real one.,2025-11-09T17:53:57Z,1592,0,,,2025-11-16T21:43:03.857521,False,
UgwbEC4ZsSfDPAlQiZp4AaABAg,3RmOvxilbPM,YouTube,@Iudexwrio,UCd59LClAx4RNPKDubvznfxA,"Tomer is the real winner, he deserves that trophy",2025-11-09T10:43:44Z,1551,0,,,2025-11-16T21:43:03.857521,False,
UgwPqUTo3MjCmTmkyXp4AaABAg,3RmOvxilbPM,YouTube,@bongelaphieunitia4298,UCPaij0AzgvzoP2jDqJvA75g,One of the most undeserved Mr beast wins of all time,2025-11-09T00:56:22Z,1520,0,,,2025-11-16T21:43:03.857521,False,
UgyEDSy7rZNwfVo8Dsx4AaABAg,3RmOvxilbPM,YouTube,@AK-47Ke,UCjJtlxPE7omDYQiOvNV-VDg,Tomer is a legend he shows that some hero’s don’t need capes we need him in another video.,2025-11-08T19:48:15Z,1518,0,,,2025-11-16T21:43:03.857521,False,
Ugxqb_3YriDFWJWxJcJ4AaABAg,3RmOvxilbPM,YouTube,@Shiddat-HD,UCB8xne6lftDWY1WFC0j81OQ,im sorry but this is the first time I&#39;ve ever been disappointed by a MrBeast winner.,2025-11-09T11:45:41Z,1478,0,,,2025-11-16T21:43:05.860521,False,
UgxIUftMQtJLiCdk0H14AaABAg,3RmOvxilbPM,YouTube,@Alzai7Dev,UCIloWb0KFlPqnZu6U8ozgOA,Tomer is real the MVP! <br>Tomer Saved them.<br>Justice for Tomer.,2025-11-09T05:04:10Z,1436,0,,,2025-11-16T21:43:03.857521,False,
UgyvZnLVCRswa9FYUEp4AaABAg,3RmOvxilbPM,YouTube,@itzBananaaa,UC1R40VHso-E6LMNIo4QUvdA,Baylee&#39;s win is actually pure ragebait🥀,2025-11-08T21:28:39Z,1420,0,,,2025-11-16T21:43:04.541632,False,
UgwEMdrpilGergjQ3IB4AaABAg,3RmOvxilbPM,YouTube,@aidanconnors,UCHa9I0lly1E8dHsecVIcnqQ,baileys the definition of doing nothing in a group project and still getting a A,2025-11-08T23:04:52Z,1392,0,,,2025-11-16T21:43:05.860521,False,
Ugz-U44bVWpqMoZkSV54AaABAg,3RmOvxilbPM,YouTube,@123راني,UC8hVaCcTbP61Ec15IUxmboA,Tomer won everyone&#39;s hearts; he truly is a leader.,2025-11-08T18:14:31Z,1381,0,,,2025-11-16T21:43:03.857521,False,
UgzKvy-N6PWl1HRUfCZ4AaABAg,3RmOvxilbPM,YouTube,@ShantanuTupake,UCPcLRI63VKyS-iWaIPsE0Ww,"Tomer is the MVP for sure. Bring him back in the next challenge, bro is a warrior. The girl who won didn&#39;t even do anything and missed every single glass heart lol",2025-11-09T01:25:16Z,1366,0,,,2025-11-16T21:43:03.857521,False,
UgwBEcSd_yFIH7D5Tj94AaABAg,3RmOvxilbPM,YouTube,@shoaibshaikh03625,UCT09VaTNhiiwIm6Zy6NL0zA,"<a href=""https://www.youtube.com/watch?v=3RmOvxilbPM&amp;t=1805"">30:05</a> she is  worst at shooting and yet somehow she won 😂😂",2025-11-08T17:37:44Z,1338,0,,,2025-11-16T21:43:06.681946,False,
UgzqbeIQlWOC5ccYZiF4AaABAg,3RmOvxilbPM,YouTube,@KrishtianBillingsley,UCcsaNVBZmWnSG8dBi1XMlfg,I don’t think I’ve ever been mad about a Mr beast winner until now,2025-11-13T10:44:52Z,1291,0,,,2025-11-16T21:43:03.857521,False,
UgzOEuzDtKJlxCatx4V4AaABAg,3RmOvxilbPM,YouTube,@naziashams5,UCoZdegzTIgBp_hFl0OqFXcQ,Winner of trophy - Baylee.<br>Winner of hearts and game - Tomer❤,2025-11-09T09:40:27Z,1286,0,,,2025-11-16T21:43:03.857521,False,
UgwiSa8d6j0NESlRC4R4AaABAg,3RmOvxilbPM,YouTube,@Zeedits_äj́ジ,UCrLJKymZvQ4668zAnhJZePw,"Tomer is a legend bro, justice for him",2025-11-08T19:48:34Z,1276,0,,,2025-11-16T21:43:03.857521,False,
UgyynRdsZSkhp-efroJ4AaABAg,3RmOvxilbPM,YouTube,@ytyt547,UCaC865kJ1KKtvXJSqKPWWLQ,"Tomer was the most deserving to win, he should at least get a consolation prize, as he took out the strongest players out of the game. He was the most accurate shooter, and an excellent captain. He was also the most entertaining, honest, intriguing and interesting to watch. Would love to see him in more videos",2025-11-09T09:23:26Z,1250,0,,,2025-11-16T21:43:03.857521,False,
UgxQXezAo7nqwWtnCYh4AaABAg,3RmOvxilbPM,YouTube,@WilliaMandels,UCx2s0vhO06RkVaSu01ZlPlw,"Baylee won the throphy, Tomer won the game.",2025-11-09T08:48:32Z,1245,0,,,2025-11-16T21:43:05.860521,False,
UgysjApisTpv-2tOO494AaABAg,3RmOvxilbPM,YouTube,@Dwarshy123,UC6Njr0gH8ZaiXb8edI_T1Yg,"Baylee won the game, Tomer won our hearts",2025-11-08T22:46:04Z,1218,0,,,2025-11-16T21:43:04.541632,False,
Ugw25pRW4IRsIfyz0ZB4AaABAg,3RmOvxilbPM,YouTube,@Kettie-j6t,UCqoIjdw3u9Ijsgz4Gr1g2rA,Tomer is the celebrity now... I&#39;m rooting for him,2025-11-08T18:54:52Z,1210,0,,,2025-11-16T21:43:03.857521,False,
Ugy71beG1qqU9acKocd4AaABAg,3RmOvxilbPM,YouTube,@BrockTheBassHater,UCwp0O031ciPnlvIHQoEXTRQ,Baylee might’ve been the worst contestants to win in the history of MRBEAST. she got carried every game,2025-11-08T18:10:23Z,1149,0,,,2025-11-16T21:43:06.681946,False,
UgyYcNzYB_C8yXUdgIt4AaABAg,3RmOvxilbPM,YouTube,@iyalmelan,UCEiUwlzTqRx358U03yGwWDA,Tomer definitely the MVP at this Video,2025-11-09T00:24:20Z,1145,0,,,2025-11-16T21:43:03.857521,False,
UgzClEwrmSy4FxkRwvt4AaABAg,3RmOvxilbPM,YouTube,@JiminJeruko-xo7kd,UCjkDaRvITwT5W0Yf7ewjuYA,Bring Back Tomer Pleaseeee!!! 🥺 He deserves the W!!!!!!,2025-11-09T13:08:48Z,1134,0,,,2025-11-16T21:43:04.542330,False,
UgxaeTi7N3ACzdv_QvR4AaABAg,3RmOvxilbPM,YouTube,@stephonriley7491,UC9HWizQSojQBmbuKF3AbJnw,we need tomer back idc he’s the real winner 😂,2025-11-08T21:31:52Z,1130,0,,,2025-11-16T21:43:04.542330,False,
UgyGQrtsSp89Km79uNF4AaABAg,3RmOvxilbPM,YouTube,@memepage99-d99,UCYWPiV8sbN6e_Q9z40xocJg,Just for tomer he deserved to win 🥺,2025-11-09T14:22:28Z,1110,0,,,2025-11-16T21:43:06.681946,False,
UgxUlg2ww_tSIIJaIsl4AaABAg,3RmOvxilbPM,YouTube,@AthleticLeonel23,UCaVteNgrFRzzn3UgpePkfjA,Tomer was probably the best in the challenge,2025-11-08T23:07:10Z,1094,0,,,2025-11-16T21:43:05.860521,False,
Ugzd4acrqPJQunt8R0x4AaABAg,3RmOvxilbPM,YouTube,@edameedane8087,UC_NZ-nD6_YhyuL717h8ZwIw,WE STAND WITH TOMER!!,2025-11-09T06:14:12Z,993,0,,,2025-11-16T21:43:04.542330,False,
UgzCJw178ZcSgSYBtuZ4AaABAg,3RmOvxilbPM,YouTube,@wentyndev,UCodM8QkUkql2tErRuNl19ug,"Tomer may have lost that game, but his honor is forever etched in our hearts",2025-11-08T20:46:11Z,976,0,,,2025-11-16T21:43:03.857521,False,
Ugw0EA6y4m8pQg7Y_kp4AaABAg,3RmOvxilbPM,YouTube,@martnsthay,UCZflC7Qb1ZyVezRW5s_CMzA,"Tomer deserved to win, he was a good man.",2025-11-08T21:48:53Z,966,0,,,2025-11-16T21:43:03.857521,False,
UgzkZedz4vegSuha9m54AaABAg,3RmOvxilbPM,YouTube,@Wzlf_Vidz,UCBuevBYmsLo6CJN4gTCRHnw,BRING TOMER BACK!<br>He helped Evreyone and was super nice,2025-11-08T19:15:59Z,950,0,,,2025-11-16T21:43:03.857521,False,
UgxF9DeYQWGdYplGWDx4AaABAg,3RmOvxilbPM,YouTube,@DarrenPaul-u9o,UCxEdMcg-pNv0jJ54iB-oe6A,"Tomer was a beast, he has a mentality that amazed me bring him back fosho🔥🔥🔥👌",2025-11-08T22:00:30Z,945,0,,,2025-11-16T21:43:03.857521,False,
UgzJ3BUaz6BxELyqThp4AaABAg,3RmOvxilbPM,YouTube,@corri-leesutton6557,UCZKZ0eLS3HxH5oIPlSdvMKQ,"Honestly the most undeserving win possible, any of the others had more right to win this than baylee, she got carried so hard, missed so many times, tomer deserved that ❤❤❤",2025-11-08T22:02:58Z,931,0,,,2025-11-16T21:43:03.857521,False,
UgwF2cRimI-AilDEW414AaABAg,3RmOvxilbPM,YouTube,@Zach_Prod,UCjjwl--Xau6vkg-cLv46zQA,"Baylee highkey pmo, TOMER SHOULDVE WON🔥🔥🔥",2025-11-08T23:14:30Z,928,0,,,2025-11-16T21:43:04.542330,False,
Ugx_eJwFarFO8l-5zYB4AaABAg,3RmOvxilbPM,YouTube,@IsmailAchkkane,UCONf8kuWGswN9CgndpmPHFA,"Tomer is an example of courage, strength, and experience. He truly is a hero. I wish he had won.",2025-11-08T21:06:14Z,921,0,,,2025-11-16T21:43:03.857521,False,
UgwwtuzPc19vHAjHMpt4AaABAg,3RmOvxilbPM,YouTube,@kristof3278,UCBo9nPw7jXAqJ69ZxW00bXQ,Tomer is the real winner 🏆. Women are just teaming against the legend 😢. For me Tomer is the GOAT.,2025-11-08T20:50:42Z,860,0,,,2025-11-16T21:43:04.541632,False,
Ugyc3NUpWx1rOo_oKh14AaABAg.APHZIVrK2gKAPHbIBXMxP4,3RmOvxilbPM,YouTube,@Tomerrock,UCLCETkwwLZ6QDzr-SN4JG3Q,I saved her from falling down 😅😢,2025-11-08T23:33:39Z,853,0,,,2025-11-16T21:43:03.857521,True,Ugyc3NUpWx1rOo_oKh14AaABAg
Ugz0jamtnH86-zh3rUd4AaABAg,3RmOvxilbPM,YouTube,@watisean.,UCn12-dJ5hGM7ihS9tSDjdzg,"I NEVER comment, but for TOMER, I gotta say he’s the GOAT",2025-11-08T20:49:42Z,829,0,,,2025-11-16T21:43:03.857521,False,
Ugyfx5VDi4PLXQeJ9W14AaABAg,3RmOvxilbPM,YouTube,@JinHallsl-l1b,UCGgv-oLBUtyAGbotY1AQW7Q,Bring tomer back in another video. He is truly a gentleman ❤❤,2025-11-09T03:05:51Z,826,0,,,2025-11-16T21:43:04.541632,False,
UgwV3XPDH32izPpEYW54AaABAg,3RmOvxilbPM,YouTube,@AurmishShahid,UCmkERyOLaAr0cGjh0a7690w,Justice for Tomer 🥲,2025-11-14T10:17:34Z,804,0,,,2025-11-16T21:43:06.681946,False,
Ugz2lhGKhRaoyjd90fh4AaABAg,3RmOvxilbPM,YouTube,@8thc62meetr.korane2,UCo8qnyHMXEMki8reRDjaOrQ,Baylee is the most undeserved winner in the mrbeast universe literally 0 skills 0 brain she was literally just standing there the whole time missing the most easiest shots ever known to mankind I am totally devastated seeing her win,2025-11-10T16:22:49Z,800,0,,,2025-11-16T21:43:05.860521,False,
UgwMfP0-K8iasL_FqD14AaABAg,3RmOvxilbPM,YouTube,@VavnMC,UCBy5lvQJ3r5HSgVqYcoxLXQ,Genuinely the luckiest Mrbeast winner of all time,2025-11-08T23:52:53Z,791,0,,,2025-11-16T21:43:04.542330,False,
UgwXY1ZBpoesYqmuOGZ4AaABAg,3RmOvxilbPM,YouTube,@llleeoo11,UCcGDq2T-rC9cYdKOFuM5DRg,"Mr. Tomer should be in the next video again, he is a really good warrior",2025-11-09T00:38:24Z,785,0,,,2025-11-16T21:43:03.857521,False,
UgxskvjuCu9khJ1qsYh4AaABAg,3RmOvxilbPM,YouTube,@palchhinsharma2664,UC87v2bBWo8qtQRwT_62g7DQ,"Tomer was the one who showed absolute Sportsmanship, who saved all his teammates in round 3 , pure domination amd precision. He was the most deserved to win this 😢pls bring back Tomer in next video ❤",2025-11-10T01:57:36Z,772,0,,,2025-11-16T21:43:04.542330,False,
UgxURRhiy0YXn_G3t2p4AaABAg,3RmOvxilbPM,YouTube,@حذيفةمرعي-ط6ز,UC9acGNZHX_9aYKOhkzE3l3Q,Tomer is the real hero of this video,2025-11-08T17:32:02Z,762,0,,,2025-11-16T21:43:03.857521,False,
UgzcxUpt8TGzYOSxY7d4AaABAg,3RmOvxilbPM,YouTube,@ShrikantTake-rw3hk,UCrMmv4Y3am326WBo4XOloMA,Feeling sad for Tomer 😢<br>He is a actual contestant who deserves this trophy 🏆,2025-11-09T11:20:15Z,758,0,,,2025-11-16T21:43:04.541632,False,
UgztUK6C1Oo3KDsw7Px4AaABAg,3RmOvxilbPM,YouTube,@Cameraman9825,UCzP4iSYHb_OhsHvz-9Fim1w,"Tomer should come back, he was so kind with his mates, he deserves to win",2025-11-08T22:26:31Z,750,0,,,2025-11-16T21:43:03.857521,False,
UgzZT9V7EweR_Se8HBd4AaABAg,3RmOvxilbPM,YouTube,@qAriyanEditz,UClCk7wHRUq2IW3eXw-qzMvA,Petition for bring back Tomer in the next beast game 💪💪💪💪💪💪💪,2025-11-09T06:23:22Z,733,0,,,2025-11-16T21:43:05.860521,False,
Ugw673YGJJVf1SNY41V4AaABAg,3RmOvxilbPM,YouTube,@MakaiCallender,UC36YcKIyk6mf4i_BRvGUaqA,Green team captain is a true legend 👑👑,2025-11-08T17:30:08Z,720,0,,,2025-11-16T21:43:03.857521,False,
UgwehPuDYKpMP02G4_J4AaABAg,3RmOvxilbPM,YouTube,@LechonkFN,UC9OiHEn7MPfz1aPKvGBLssw,Baylee is that one person in a game that steals all the loot after doing nothing for the whole fight......,2025-11-11T22:03:33Z,713,0,,,2025-11-16T21:43:06.681338,False,
