comment_id,post_id,platform,author_name,author_id,comment_text,published_at,like_count,reply_count,sentiment_label,sentiment_score,crawled_at,is_reply,parent_comment_id,comment_text_clean,language,text_length,word_count,is_valid,cleaned_at
UgzLtyECZ4sXyYB7cR54AaABAg,qd3t_JSQXWo,YouTube,@LouuisPham_PhatNe,UCFEBDX0uC55rVcFlkrf1w2g,"Chời ơi, em xem mà tự hào về anh và anh Su lắm luôn á. Vừa giỏi vừa tài năng, và em bất ngờ về anh Su là có thể lái 1 chiếc RV chở anh trong chuyến đi này để vlog này mọi người xem mà cảm thấy hãnh diện lắm luôn ạ. Như tên kênh của anh vậy á. Mong chờ những vlog sắp tới và mong anh và anh Su có chuyến đi chơi thật là nhiều kỷ niệm đẹp và nhiều chuyến phiêu lưu đang chờ đón ạ",2025-10-13T06:15:58Z,83,0,,,2025-10-26T23:04:07.563279,False,,"chời ơi, xem mà tự hào su lắm luôn á. vừa giỏi vừa tài năng, bất ngờ su thể lái 1 chiếc rv chở chuyến đi vlog mọi người xem mà cảm thấy hãnh diện lắm luôn ạ. như tên kênh vậy á. mong chờ những vlog sắp tới mong su chuyến đi chơi thật nhiều kỷ niệm đẹp nhiều chuyến phiêu lưu chờ đón ạ",vi,377,92,True,2025-10-26T23:04:07.669664
UgyJcr6axCL6UMk8FaJ4AaABAg,qd3t_JSQXWo,YouTube,@nhiennguyen634,UC5s9vPW26KlMDXgp5Md4Qmg,"Công nhận sức khỏe Khoai và Su dẻo dai thiệt á,vừa đi vừa quay mà ăn kiểu fast food vậy dễ mất sức,chưa kể thay đổi giờ giấc khí hậu.",2025-10-13T20:16:21Z,82,0,,,2025-10-26T23:04:07.563279,False,,"công nhận sức khỏe khoai su dẻo dai thiệt á,vừa đi vừa quay mà ăn kiểu fast food vậy dễ mất sức,chưa kể thay đổi giờ giấc khí hậu.",vi,133,30,True,2025-10-26T23:04:07.669664
UgyccRHhJdGcPA_yS9x4AaABAg,qd3t_JSQXWo,YouTube,@ngochungphamvu1162,UCEqxObX0V_z31yYFgkii5AQ,"Em đang làm sửa chữa và bảo dưỡng mobihome ở Đức lun thì xem được vlog của 2 anh dễ thương quá. Ở Đức những người trung tuổi hoặc có gia đình con cái là họ sở hữu mobihome rất nhiều, họ yêu thích du lịch tự túc trải nghiệm kiểu vầy lắm ạ. Trên 1 chiếc xe như vậy mà họ có thể build được đầy đủ mọi thứ ngăn nắp, thông minh, mà đi lại cũng vẫn rất an toàn, mỗi tội lúc sửa thì hơi vất vả thui 😅",2025-10-14T17:02:17Z,58,0,,,2025-10-26T23:04:07.563279,False,,"làm sửa chữa bảo dưỡng mobihome ở đức lun thì xem vlog 2 dễ thương quá. ở đức những người trung tuổi gia đình con cái sở hữu mobihome rất nhiều, yêu thích du lịch tự túc trải nghiệm kiểu vầy lắm ạ. 1 chiếc xe như vậy mà thể build đầy đủ mọi thứ ngăn nắp, thông minh, mà đi lại cũng vẫn rất an toàn, mỗi tội lúc sửa thì hơi vất vả thui 😅",vi,393,92,True,2025-10-26T23:04:07.669664
Ugxkrtu6Fwa1gQOKGOF4AaABAg.AOD7QXkCLp5AODRn_9_Bs2,qd3t_JSQXWo,YouTube,@quile1460,UC3GKiKKhiIEXeuClfmvguzQ,Cái hay là họ vẫn nán lại bỏ chút thời gian quý báu để tặng cho người cần và còn ko muốn lấy tiền.. nước họ văn minh gê..,2025-10-13T12:13:36Z,54,0,,,2025-10-26T23:04:07.563279,True,Ugxkrtu6Fwa1gQOKGOF4AaABAg,cái hay vẫn nán lại bỏ chút thời gian quý báu tặng người cần còn ko muốn lấy tiền.. nước văn minh gê..,vi,121,29,True,2025-10-26T23:04:07.669664
UgwcIaCU7wa1j15NOYR4AaABAg,qd3t_JSQXWo,YouTube,@Lymyanfamily,UC8MPpaZO7dCwH6CaIm8DdFA,"Thật sự chị rất thích tính cách của Khoai, k cần biết có bị lừa hay k (trong đoạn Khoai mua vé tàu) nhưng Khoai vẫn cho đi lòng tin…giữa một thế giới con người luôn sống trong nghi kỵ. Trong các YouTuber Nam, Khoai vẫn luôn là lựa chọn của chị, rất nhẹ nhàng khi xem kênh của em. Chúc em nhiều sức khỏe và bình an trong mọi hành trình.",2025-10-13T03:47:50Z,50,0,,,2025-10-26T23:04:07.563279,False,,"thật sự rất thích tính cách khoai, k cần biết bị lừa hay k (trong đoạn khoai mua vé tàu) khoai vẫn đi lòng tin…giữa một thế giới con người luôn sống nghi kỵ. các youtuber nam, khoai vẫn luôn lựa chọn chị, rất nhẹ nhàng xem kênh em. chúc nhiều sức khỏe bình an mọi hành trình.",vi,335,72,True,2025-10-26T23:04:07.670177
UgwDmWhHyWX3V6JO5k94AaABAg,qd3t_JSQXWo,YouTube,@chaotatca2003,UCYvxzQQq5SyXMxTTA-v045Q,"RV và Mobile Home khác nhau em Khoa :) <br><br>RV (Nhà Di Động có bánh xe, nhưng có thể duy chuyển được khắp nơi)<br>Mobile Home (Nhà nhỏ thường giống cái hộp được xây sẵn ở nhà máy rồi xe tải vận chuyển (mobile) tới miếng đất nào đó rồi để xuống, không có bánh xe hoặc di chuyển được, nhưng vì nhà nhỏ do xe chở tới thay vì tự xây nên gọi là mobile home). <br><br>RV dành cho người già về hưu thích di du ngoạn khắp nơi, Người trẻ cũng thích ở RV nhưng thường giá RV có thể bằng giá 1 căn nhà bình thường nên người trẻ không đủ sở phí để mua. ($150,000-$500,000)<br>Mobile Home rẻ hơn và dành cho người có thu nhập thấp. ($15,000-$20,000)<br><br>Cái Khoa đang trải nghiệm là RV đó, ở vui lắm, muốn di du lịch thành phố nào là chạy nguyên chiếc xe+nhà đi luôn.<br><br>Chúc em chuyến đi an toàn và vui vẻ :)",2025-10-13T16:15:26Z,46,0,,,2025-10-26T23:04:07.563279,False,,"rv mobile home khác nhau khoa :) <br><br>rv (nhà di động bánh xe, thể duy chuyển khắp nơi)<br>mobile home (nhà nhỏ thường giống cái hộp xây sẵn ở nhà máy rồi xe tải vận chuyển (mobile) tới miếng đất nào rồi xuống, không bánh xe di chuyển được, vì nhà nhỏ do xe chở tới thay vì tự xây nên gọi mobile home). <br><br>rv dành người già hưu thích di du ngoạn khắp nơi, người trẻ cũng thích ở rv thường giá rv thể bằng giá 1 căn nhà bình thường nên người trẻ không đủ sở phí mua. ($150,000-$500,000)<br>mobile home rẻ hơn dành người thu nhập thấp. ($15,000-$20,000)<br><br>cái khoa trải nghiệm rv đó, ở vui lắm, muốn di du lịch thành phố nào chạy nguyên chiếc xe+nhà đi luôn.<br><br>chúc chuyến đi an toàn vui vẻ :)",vi,806,163,True,2025-10-26T23:04:07.670177
UgxOvPfkMGXa7G30mXd4AaABAg,qd3t_JSQXWo,YouTube,@lehalan8020,UCXo6__sWerbLVUmrFGnR_dQ,"Nếu đã khen aKhoai, thì k thể không khen SU được. SU người cộng sự của aKhoai tuyệt vời. SU giao tiếp tốt, lái xe cũng giỏi nữa, bất cứ ở đâu xe nào cũng bon bon được cả 💯🎉",2025-10-16T14:35:54Z,45,0,,,2025-10-26T23:04:07.563279,False,,"khen akhoai, thì k thể không khen su được. su người cộng sự akhoai tuyệt vời. su giao tiếp tốt, lái xe cũng giỏi nữa, bất cứ ở đâu xe nào cũng bon bon cả 💯🎉",vi,172,40,True,2025-10-26T23:04:07.670177
UgzTcOEhr3NjxDkGnkx4AaABAg,qd3t_JSQXWo,YouTube,@Choioianimation,UCVJi1VwBqnt4edySR7OA9hw,Xem khúc đầu anh Khoai đúng người lạc quan và tích cực luôn á. Dù chưa biết vé thật hay giả. Cái năng lượng này là thứ luôn thích ở mọi chuyến đi của anh truyền tải. Chúc anh luôn có những trải nghiệm đẹp và may mắn.,2025-10-13T08:03:27Z,38,0,,,2025-10-26T23:04:07.563279,False,,xem khúc đầu khoai đúng người lạc quan tích cực luôn á. dù chưa biết vé thật hay giả. cái năng lượng thứ luôn thích ở mọi chuyến đi truyền tải. chúc luôn những trải nghiệm đẹp may mắn.,vi,216,48,True,2025-10-26T23:04:07.670177
UgwD4I-Yu1RR-Nq4Ww94AaABAg,qd3t_JSQXWo,YouTube,@thiphile1457,UCAzhcL5WswpqsERqUuQ-atg,"Mình ở München 37 năm rất vui khi bạn giới thiệu du lịch Châu Âu đến với mọi người Việt Nam mình trên thế giới, hai bạn giỏi quá 🎉❤",2025-10-16T06:49:14Z,37,0,,,2025-10-26T23:04:07.563279,False,,"mình ở münchen 37 năm rất vui giới thiệu du lịch châu âu đến mọi người việt nam mình thế giới, hai giỏi quá 🎉❤",vi,131,30,True,2025-10-26T23:04:07.670177
UgwmM5zO8O4Ax0ThpVF4AaABAg,qd3t_JSQXWo,YouTube,@HuyNguyen-kq7ie,UC1E76g1mnyapFl79PKkxLJA,"<a href="""">6:15</a> Đúng là Khoai Lang Thang cho dù nghi ngờ vẫn chọn lòng tốt 😁😁",2025-10-13T05:52:54Z,29,0,,,2025-10-26T23:04:07.563279,False,,"<a href="""">6:15</a> đúng khoai lang thang dù nghi ngờ vẫn chọn lòng tốt 😁😁",vi,81,16,True,2025-10-26T23:04:07.671178
Ugzw-xqcG6H9zita6th4AaABAg.AODD-D6jMxFAODku9fw1Se,qd3t_JSQXWo,YouTube,@trungsonglanh,UCf5wkiplsUcA-fFGSytyCUQ,Con tướng này mạnh quá,2025-10-13T15:09:16Z,26,0,,,2025-10-26T23:04:07.563279,True,Ugzw-xqcG6H9zita6th4AaABAg,con tướng mạnh quá,vi,22,5,True,2025-10-26T23:04:07.671178
Ugw4flI_jLQeN8JJ8Al4AaABAg,qd3t_JSQXWo,YouTube,@PhuongAnh-tk2hf,UCRQ5yaL0dhWGrKwJnZaxRtQ,"Vlog của anh nó có nét riêng lắm. Nó đơn giản nhưng lại miêu tả được hết những khung cảnh, tính cách con người một cách chân thật. Anh không hề edit cầu kì nhưng khi xem em được truyền cảm hứng và cảm thấy thôi thúc muốn đi đến đó lắm. Lần đầu tiên em có cảm giác như vậy. Cứ đơn giản thì mới là Khoai Lang Thang!!",2025-10-13T05:17:30Z,26,0,,,2025-10-26T23:04:07.563279,False,,"vlog nó nét riêng lắm. nó đơn giản lại miêu tả hết những khung cảnh, tính cách con người một cách chân thật. không hề edit cầu kì xem truyền cảm hứng cảm thấy thôi thúc muốn đi đến lắm. lần đầu tiên cảm giác như vậy. cứ đơn giản thì mới khoai lang thang!!",vi,314,70,True,2025-10-26T23:04:07.671178
UgwFlgXK-Q1wXgktBnZ4AaABAg.AOCBgBjzo2dAOCLYEEt1EW,qd3t_JSQXWo,YouTube,@caca-bn4pv,UCfHuX5NGzzEcZfprSHJWlTw,"e thắc mắc nếu khoai mua thì giá vé đó tầm bao nhiu v ạ, thấy cô cute quá :3, chọn người cho chứ ko pass kkkk",2025-10-13T01:59:42Z,25,0,,,2025-10-26T23:04:07.563279,True,UgwFlgXK-Q1wXgktBnZ4AaABAg,"e thắc mắc khoai mua thì giá vé tầm bao nhiu v ạ, thấy cô cute quá :3, chọn người chứ ko pass kkkk",vi,109,27,True,2025-10-26T23:04:07.671178
Ugw85xr9H5y-_dwl-cd4AaABAg,qd3t_JSQXWo,YouTube,@dongtruc8066,UCohugLh7wWHGQ8Dn_CUJGlg,"Hai anh em dễ thương và giỏi quá! Su tuyệt quá nghen! Nhận cái xe lạ hoắc, to đùng đoàng, đường sá … tất tật đều mới lần đầu tiếp cận mà Su lái ngon ơ, mướt rượt luôn! Chúc hai anh em chuyến đi thật nhiều điều thú vị!",2025-10-13T06:26:51Z,24,0,,,2025-10-26T23:04:07.563279,False,,"hai dễ thương giỏi quá! su tuyệt quá nghen! nhận cái xe lạ hoắc, to đùng đoàng, đường sá … tất tật đều mới lần đầu tiếp cận mà su lái ngon ơ, mướt rượt luôn! chúc hai chuyến đi thật nhiều điều thú vị!",vi,217,50,True,2025-10-26T23:04:07.671178
UgxGNNvvgqv_V9ZcQNx4AaABAg,qd3t_JSQXWo,YouTube,@LeLy-ht7rh,UCdoVi7tFTFvd_z2aOIAnYPQ,"Sao mà mê hai chàng trainày quá chừng, vừa đẹp vừa giỏi những con người văn minh lịch sự đáng để ngưỡng mộ.",2025-10-16T13:38:23Z,23,0,,,2025-10-26T23:04:07.563279,False,,"sao mà mê hai chàng trainày quá chừng, vừa đẹp vừa giỏi những con người văn minh lịch sự đáng ngưỡng mộ.",vi,107,23,True,2025-10-26T23:04:07.671178
UgwbV7DPidHrWQACdah4AaABAg.AOCBk284haZAOCInPESxXQ,qd3t_JSQXWo,YouTube,@duongnguyen2397,UCmKODXiE3lzspzAiLwrv0pg,"Em cũng thích đi du lịch kiểu tự túc bằng xe mobihome, nó oách gì đâu á. Tiện đây, em cũng muốn nói là em hóng vid của anh mình mãi, ngày nào cũng hóng luôn, hóng dài cổ luôn á anh mình. Em cũng chúc anh mình đã đạt được 3tr sub, chúc anh mình sẽ càng được thật nhiều người đăng ký kênh ạ. Buổi sáng thật nhiều năng lượng với vid mới của anh mình. Cảm ơn anh mình nhiều ạ! ❤💙 Luv ya! 😊🥰",2025-10-13T01:35:42Z,22,0,,,2025-10-26T23:04:07.563279,True,UgwbV7DPidHrWQACdah4AaABAg,"cũng thích đi du lịch kiểu tự túc bằng xe mobihome, nó oách gì đâu á. tiện đây, cũng muốn nói hóng vid mình mãi, ngày nào cũng hóng luôn, hóng dài cổ luôn á mình. cũng chúc mình đạt 3tr sub, chúc mình càng thật nhiều người đăng ký kênh ạ. buổi sáng thật nhiều năng lượng vid mới mình. cảm ơn mình nhiều ạ! ❤💙 luv ya! 😊🥰",vi,386,88,True,2025-10-26T23:04:07.671178
UgwdoeQLiF8KL52IigV4AaABAg,qd3t_JSQXWo,YouTube,@abikalypsegaming5726,UCJjODVLk7IGZQRP4vw23HVA,"Ở Đức có những người họ mua vé mà không xử dụng,thì đem tặng lại cho người khác.Đó là chuyện bình thường ở Đức,bạn này rất may mắn",2025-10-15T18:26:14Z,22,0,,,2025-10-26T23:04:07.563279,False,,"ở đức những người mua vé mà không xử dụng,thì đem tặng lại người khác.đó chuyện bình thường ở đức,bạn rất may mắn",vi,130,28,True,2025-10-26T23:04:07.671178
Ugyw9maVxqOcE-GinSJ4AaABAg.AOC_3D9WjUdAOD8NYp2z71,qd3t_JSQXWo,YouTube,@Kimthienthien98,UCm8UFrCzRFjku-N-C4mjPUQ,"​ đương nhiên vẫn có sợ rồi, đường mới, xe mới, xe dài nữa, nên cũng có rén. Nhưng mà a Su vẫn dám lái, còn tui là k rồi đó. Ý là chỉ xe máy thôi mà xe lạ mà chạy chỗ tui ở mà tui còn k dám chạy, nói chi qua chỗ khác chạy",2025-10-13T09:23:53Z,19,0,,,2025-10-26T23:04:07.563279,True,Ugyw9maVxqOcE-GinSJ4AaABAg,"​ đương nhiên vẫn sợ rồi, đường mới, xe mới, xe dài nữa, nên cũng rén. mà a su vẫn dám lái, còn tui k rồi đó. ý chỉ xe máy thôi mà xe lạ mà chạy chỗ tui ở mà tui còn k dám chạy, nói chi qua chỗ khác chạy",vi,221,57,True,2025-10-26T23:04:07.671178
UgzgzuSAtclet8xeTnx4AaABAg.AOJ6sFjIC9KAOKKMymB8LE,qd3t_JSQXWo,YouTube,@ATON-ko2md,UChjEonrwDT59S5Uq24cQj1g,su giỏi quá chc có bằng lái nước ngoài hả anh,2025-10-16T04:23:21Z,18,0,,,2025-10-26T23:04:07.563279,True,UgzgzuSAtclet8xeTnx4AaABAg,su giỏi quá chc bằng lái nước ngoài hả,vi,45,11,True,2025-10-26T23:04:07.671178
Ugy_0fDApMs0_I0TdFN4AaABAg,qd3t_JSQXWo,YouTube,@thaithinhha6877,UCnqAHzixmFkU7j9MZuOVOYw,"Chú kia kinh doanh thật thà tốt bụng, chắc chắn sẽ nhiều khách thuê",2025-10-15T14:47:00Z,18,0,,,2025-10-26T23:04:07.563279,False,,"chú kinh doanh thật thà tốt bụng, chắc chắn nhiều khách thuê",vi,67,14,True,2025-10-26T23:04:07.671178
UgzgzuSAtclet8xeTnx4AaABAg.AOJ6sFjIC9KAOKTq_sHNrN,qd3t_JSQXWo,YouTube,@gzg6640,UCf46rhhFOJQsDf8xtARMe3w,"​​ trc ở ấn độ lái xe ngược tay luôn mà , v là quá giỏi r",2025-10-16T05:46:10Z,15,0,,,2025-10-26T23:04:07.563279,True,UgzgzuSAtclet8xeTnx4AaABAg,"​​ trc ở ấn độ lái xe ngược tay luôn mà , v quá giỏi r",vi,57,17,True,2025-10-26T23:04:07.671178
Ugzw-xqcG6H9zita6th4AaABAg.AODD-D6jMxFAODcdFcDYK6,qd3t_JSQXWo,YouTube,@windycoco1931,UCu7VPn_Q7xl7AjUUdhTHymg,Ừa công nhận ổng giỏi thiệc,2025-10-13T13:57:03Z,14,0,,,2025-10-26T23:04:07.563279,True,Ugzw-xqcG6H9zita6th4AaABAg,ừa công nhận ổng giỏi thiệc,vi,27,6,True,2025-10-26T23:04:07.671178
Ugzw-xqcG6H9zita6th4AaABAg.AODD-D6jMxFAODeMwgtbRS,qd3t_JSQXWo,YouTube,@TinhLe-i4h,UCCfvOIb0gE8IAP6rQImu-9g,"Su học RMIT hay sao đó, giỏi ghê &lt;3",2025-10-13T14:12:10Z,14,0,,,2025-10-26T23:04:07.563279,True,Ugzw-xqcG6H9zita6th4AaABAg,"su học rmit hay sao đó, giỏi ghê &lt;3",vi,38,9,True,2025-10-26T23:04:07.671178
Ugyqu7KenZdHDQhR4jZ4AaABAg,qd3t_JSQXWo,YouTube,@HAOTRANVAN-mh9fs,UCs13Vt_womIqUGduleyoxKA,"Nhìn nhận khách quan, thực sự các nước phương tây họ rất văn minh, mình con học hỏi rất nhiều! Từ cách trò chuyện, hướng dẫn , đường xá, quy hoạch sạch bong. Việt nam chúng ta đẹp nhưng đang dần phá huỷ cấu trúc tự nhiên, con người cứ phải hơn thua. Chỉ có chính trị luôn ổn định hơn họ chứ về mọi mặt cần học hỏi nhiều !",2025-10-14T07:13:02Z,13,0,,,2025-10-26T23:04:07.563279,False,,"nhìn nhận khách quan, thực sự các nước phương tây rất văn minh, mình con học hỏi rất nhiều! cách trò chuyện, hướng dẫn , đường xá, quy hoạch sạch bong. việt nam ta đẹp dần phá huỷ cấu trúc tự nhiên, con người cứ phải hơn thua. chỉ chính trị luôn ổn định hơn chứ mọi mặt cần học hỏi nhiều !",vi,321,71,True,2025-10-26T23:04:07.672684
UgzIbDddY588Sd3he594AaABAg,qd3t_JSQXWo,YouTube,@jessicaho974,UCm3nDPg8puarxsj3soSE9nw,Đã xe nhà di động lại còn châu Âu Thuỵ Sĩ. Huhu anh Khoai anh Su quá tuyệt vời,2025-10-13T06:08:50Z,13,0,,,2025-10-26T23:04:07.563279,False,,xe nhà di động lại còn châu âu thuỵ sĩ. huhu khoai su quá tuyệt vời,vi,78,19,True,2025-10-26T23:04:07.672684
Ugx6Fmc93tqYkgBdcb14AaABAg,qd3t_JSQXWo,YouTube,@hoag_nhi,UCKhHdtCkpUMUeKkRIzn8Xwg,"Trời ơi, đẹp không nói nên lời. Từ cảnh vật đến con người đều lãng mạn 💞 huhu, mong có cơ hội sẽ được trải nghiệm như thế này",2025-10-13T12:22:18Z,12,0,,,2025-10-26T23:04:07.563279,False,,"trời ơi, đẹp không nói nên lời. cảnh vật đến con người đều lãng mạn 💞 huhu, mong cơ hội trải nghiệm như thế",vi,125,29,True,2025-10-26T23:04:07.672684
